,stt,name,address,lat,lng,reviews,rating,query,city
98,99,Công Ty Cổ Phần Xe Điện Hà Nội.,"Address: 454 Đ. Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội, Vietnam",21.0689551,105.78502,"[""Buses are a beautiful image of the vehicle culture of the capital Hanoi, Vietnam. However, the drivers of these vehicles often encroach on the road, cut in front, and honk loudly at other vehicles traveling on the same road, causing traffic …"", ""Acknowledgments:\nOn April 6, 2025, when I took bus 07 of Hanoi Transerco Transport Corporation, I forgot my belongings including jams and some fruits I brought from far away. I …"", ""The driver of this car company was traveling on a professional road and honked loudly, affecting pedestrians. Public transport has a reputation for being like a band of thieves""]",2.8,parking Hà Nội,Hà Nội
99,100,Grand Auto,"Address: 166 Đ. Xuân Phương, TDP Số 3, Nam Từ Liêm, Hà Nội, Vietnam",21.038053,105.737791,[],5.0,parking Hà Nội,Hà Nội
100,101,Bãi Xe Đông Lạnh Hải Nam,"Address: 2W28+7J, Bát Tràng, Gia Lâm, Hà Nội, Vietnam",21.0008225,105.9164358,[],5.0,parking Hà Nội,Hà Nội
101,102,Parking Motobuke,"Address: XVW9+CM4, Khu đô thị Times City, Hai Bà Trưng, Hà Nội, Vietnam",20.9960222,105.8692043,[],,parking Hà Nội,Hà Nội
102,103,Bãi xe - Nhà có cây sung,"Address: 01 Ng. 69 P. Tứ Liên, Quảng An, Tây Hồ, Hà Nội, Vietnam",21.068854,105.830993,[],,parking Hà Nội,Hà Nội
103,104,AUTO MALL- Trung tâm mua sắm ô tô,"Address: 79 P. Nguyễn Chánh, Khu đô thị Nam Trung Yên, Hà Nội, 100000, Vietnam",21.0137866,105.7897961,"[""Help customers buy high quality used cars at market prices..."", ""Poor information security for customers, selling customers cheaply to society. There is a scandal on Offb""]",3.0,parking Hà Nội,Hà Nội
104,105,"Bãi đỗ xe & rửa xe,dọn nội thất,thay dầu ô tô xe máy, Trung Văn","Address: 290 Đ. Nguyễn Trãi, P. Văn Quán, Nam Từ Liêm, Hà Nội, Vietnam",20.9872551,105.7960332,[],5.0,parking Hà Nội,Hà Nội
105,106,Xe cẩu tiến Minh,"Address: BL2-03 Bằng Lăng, Việt Hưng, Long Biên, Hà Nội, Vietnam",21.0532583,105.9080211,[],5.0,parking Hà Nội,Hà Nội
106,107,Gara Tình Quang,"Address: 3WF8+J9F, Đường Đê Vàng, Tinh Quang, Long Biên, Hà Nội, Vietnam",21.0740597,105.9159219,[],4.5,parking Hà Nội,Hà Nội
107,108,Việt Đức AutoSpa,"Address: 31 Đ. Lê Văn Lương, Trung Hoà, Cầu Giấy, Hà Nội 100000, Vietnam",21.0034049,105.8031687,"[""Just experienced underbody coating."", ""Very good for car repair""]",4.6,parking Hà Nội,Hà Nội
108,109,Lốp 86,"Address: Số 5 đường bờ sông, Tương Mai, Hoàng Mai, Hà Nội, Vietnam",20.9874391,105.8448423,"[""Although the garage is a bit small, the service and price are very ok 👍 …""]",4.4,parking Hà Nội,Hà Nội
109,110,Điểm Trông Giữ Xe Ô Tô,"Address: 107 P. Trung Kính, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",21.0140424,105.7962995,[],,parking Hà Nội,Hà Nội
110,111,Bãi Trông Xe Máy Tú Mỡ,"Address: 2Q5V+XCR Tú Mỡ, P. Nguyễn Chánh, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",21.0099804,105.7935213,"[""The fat young man who was parking the car spoke rudely and cursed because he was not a customer of our parking lot."", ""There is bread and drinks available and polite people""]",3.6,parking Hà Nội,Hà Nội
111,112,ẮC QUY ĐỒNG KHÁNH - Đại Lý Ắc Quy & Lốp Xe Chính Hãng,"Address: 1 Nguyễn Hữu Thọ, Hoàng Liệt, Hoàng Mai, Hà Nội, Vietnam",20.9691701,105.8296043,"[""Genuine standard products, quality at extremely favorable prices"", ""A delicious place to eat and drink... worth experiencing""]",4.5,parking Hà Nội,Hà Nội
112,113,Fleet Tech Garage,"Address: Số 64 Đ. Cầu Diễn, Phúc Diễn, Nam Từ Liêm, Hà Nội, Vietnam",21.0468013,105.750008,"[""The location is relatively easy to find, but it is located on a common campus so there are times when the common door is closed. Brothers work diligently and thoughtfully. Many times, after working on a car, I still wash the customer's car!"", ""This garage used to be bare-ceilinged. The inside was full of luxury cars, but it was like repairing it. The replacement furniture was all crap. It was replaced 3 times and 2 broke in less than 6 months. I don't want a warranty."", ""Works quite enthusiastically, German cars are forte, however there are some workers who are not very careful.""]",3.8,parking Hà Nội,Hà Nội
113,114,Bãi đỗ xe Chợ Tứ Liên,"Address: 36 Ngõ 200 Đường Âu Cơ, Tứ Liên, Tây Hồ, Hà Nội, Vietnam",21.0658458,105.8304328,[],,parking Hà Nội,Hà Nội
114,115,Bãi gửi xe D3-5,"Address: 2R3W+W58, Bãi gửi xe, Bách Khoa, Hai Bà Trưng, Hà Nội, Vietnam",21.0047785,105.8454584,"[""Peak hours such as 7:00, 12:30, 17:00 are quite congested because they are not yet smart garages!!!!! But still ensure vehicle care, no loss of vehicle. Furthermore, there is an enthusiastic care and arrangement team, making it easy to pick up and store cars in the parking lot."", ""The school has just installed a card swiping system so there is no congestion like before"", ""The parking lot is quite crowded, especially congested during the time when students come to or leave school.""]",3.4,bãi giữ xe máy Hà Nội,Hà Nội
115,116,Bãi gửi xe BV Bạch Mai,"Address: 2R3R+985, Phương Mai, Đống Đa, Hà Nội, Vietnam",21.0033904,105.840864,"[""It's so cool, the first time I went down to the underground car it was so cool""]",5.0,bãi giữ xe máy Hà Nội,Hà Nội
116,117,Bãi gửi xe Kim Văn,"Address: 38 Ng. 282 Kim Giang, Kim Văn, Thanh Xuân, Hà Nội, Vietnam",20.9754531,105.8218075,"[""Including indoor soccer field""]",5.0,bãi giữ xe máy Hà Nội,Hà Nội
117,118,Bãi gửi xe ô tô ngày đêm chợ Thượng Cát,"Address: 3V5Q+HHQ, Thượng Thanh, Long Biên, Hà Nội, Vietnam",21.0589713,105.8889892,"[""Parking is pretty good""]",4.5,bãi giữ xe máy Hà Nội,Hà Nội
118,119,Điểm Trông Giữ Xe Đức Thuận,"Address: 6 P. Dịch Vọng Hậu, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",21.0334926,105.7878846,[],4.5,bãi giữ xe máy Hà Nội,Hà Nội
119,120,Nuoc Ngam Bus Station,"Address: 1 Đ. Ngọc Hồi, Hoàng Liệt, Hoàng Mai, Hà Nội, Vietnam",20.9654452,105.8423284,"[""This bus terminal is not as busy on a Monday afternoon. There is not so much madness inside the bus terminal as the staff do reprimand any driver who is blocking traffic. The counter staff are quite rude when they try to get ur attention. …"", ""This bus station is an important cluster for arrival and departure of many intercity buses. But it is\nstill operating like in the last century. Upgrading is needed."", ""Very busy bus station that basically goes everywhere in Vietnam.  The bus prices vary depending on where you want to go, but are always about 20 USD.  The buses are air conditioned, have USB charging stations, and a screen for movies.  The …""]",4.2,bãi giữ xe máy Hà Nội,Hà Nội
120,121,Bãi xe 68,"Address: Số 128 Ng. 885 Đ. Tam Trinh, Yên Sở, Hoàng Mai, Hà Nội, Vietnam",20.9668462,105.8755932,"[""Attentive service"", ""Prestigious parking lot""]",4.9,bãi giữ xe máy Hà Nội,Hà Nội
121,122,Bãi gửi xe,"Address: 2QRQ+RG4, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",21.041933,105.788746,[],5.0,bãi giữ xe máy Hà Nội,Hà Nội
122,123,Bãi gửi xe,"Address: Kiot 4 Đ. Phạm Tu, Tân Triều, Thanh Trì, Hà Nội, Vietnam",20.9647107,105.7976512,[],5.0,bãi giữ xe máy Hà Nội,Hà Nội
123,124,Bai gui xe Thong Nhat,"Address: 290 Đ. Nguyễn Trãi, P. Văn Quán, Nam Từ Liêm, Hà Nội, Vietnam",20.987035,105.7963062,"[""Price from only 800k"", ""Send motorbike for 1 month""]",5.0,bãi giữ xe máy Hà Nội,Hà Nội
124,125,Bãi Giữ Xe Ô Tô Song Thành,"Address: 2VMG+6M3, P. Phú Viên, Bồ Đề, Long Biên, Hà Nội, Vietnam",21.0330216,105.8766599,"[""Bus parking lot only""]",2.5,bãi giữ xe máy Hà Nội,Hà Nội
125,126,Bãi Giữ Xe Cường Phong,"Address: 672 Đ. Quang Trung, Phú La, Hà Đông, Hà Nội, Vietnam",20.9576875,105.7590723,[],1.0,bãi giữ xe máy Hà Nội,Hà Nội
126,127,Bãi xe 86,"Address: Yên Sở, Hoàng Mai, Hanoi, Vietnam",20.9635331,105.8616937,"[""Good parking lot, enthusiastic and thoughtful staff, responsible for goods!\nFast shipping, reasonable price!\n10đ"", ""Fast shipping. The fee is not clear, but I personally find it high. The staff at the counter are enthusiastic, but in particular, the fee collector at the beach has a disgusting attitude, pointing straight at the customers. No next time 🙂🙂 …""]",3.9,bãi giữ xe máy Hà Nội,Không xác định
127,128,Bãi gửi xe 221 Trung Kính,"Address: 2QCR+9F5, Yên Hoà, Cầu Giấy, Hà Nội, Vietnam",21.0208938,105.7912419,[],2.7,bãi giữ xe máy Hà Nội,Hà Nội
128,129,"Bãi trông giữ ô tô TVT ngo 225 phố Nguyễn Đức Cảnh, Tương Mai, Hoàng Mai, Hà Nội, Việt Nam","Address: ngõ 225 Nguyễn Đức Cảnh, Tương Mai, Hoàng Mai, Hà Nội, Vietnam",20.9879352,105.8541566,"[""Parking lot is okay""]",3.5,bãi giữ xe máy Hà Nội,Hà Nội
129,130,Hải Sản Biển Đông Bãi đỗ xe kính chào quý khách,"Address: Sunrise Building III A, Phúc Đồng, Long Biên, Hà Nội, Vietnam",21.0398454,105.9056433,"[""Quite surprised how fresh of their seafoods here. Friendly services and honest advices. But I would strictly order seafood instead of others dishes like veggies or fired rice"", ""Haven't been back to East Sea for a long time, because I used to eat at Times and Royal. Since the restaurant closed, I haven't had a place to eat\nNow go to Vinhome Harmoney to enjoy, still maintaining the same quality as …""]",4.7,bãi giữ xe máy Hà Nội,Hà Nội
130,131,Bai Gui Xe,"Address: 2V95+XP7, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Vietnam",21.0199227,105.8592974,[],2.0,bãi giữ xe máy Hà Nội,Hà Nội
131,132,Bãi đỗ xe ô tô TC5,"Address: XQ9X+J6C, Yên Xá, Thanh Trì, Hà Nội, Vietnam",20.9690679,105.798014,[],3.8,bãi giữ xe máy Hà Nội,Hà Nội
132,133,Bến Xe Mỹ Đình,"Address: Mỹ Đình, Nam Từ Liêm, Hanoi, Vietnam",21.0284297,105.7782687,"[""No very clean, a little run down, not clearly signposted (and all in Vietnamese), a bit chaotic with buses going everywhere along with plenty of hawkers/taxi drivers preying on people getting off busses. Food available in the area was average and the toilet facilities, which you need to pay to use by the way, were next level dirty."", ""Large bus transit point in Hanoi inner city, can connect to many places."", ""Given new city center location My Đình is one of busiest buses station in Hanoi. Local buses from different province of northern Vietnam come here in drove for exploitation of City dwellers on the move back and forward to and from their …""]",3.7,bãi giữ xe máy Hà Nội,Không xác định
133,134,Bãi trông xe ôtô,"Address: XRCX+G2C, Thịnh Liệt, Hai Bà Trưng, Hà Nội, Vietnam",20.9713119,105.8475225,[],5.0,bãi giữ xe máy Hà Nội,Hà Nội
134,135,"Việt Chào - Hệ thống đỗ xe thông minh, bãi đỗ xe tự động","Address: 61, ngõ 66 P. Triều Khúc, Tân Triều, Thanh Trì, Hà Nội 100000, Vietnam",20.9827668,105.7987087,"[""Viet Chao also does a parking system, I thought it would only be a few small slots but it's not. I recently had a chance to visit the project and saw that the scale of the project is huge, all the basements. It's always bustling. I didn't expect this side to do such big projects. 👍 …"", ""I heard that this smart parking system is 100% imported from a famous brand, so I can rest assured to use it. The system looks sturdy and sharp. I will wait and see how it operates when it is completed and then I will review it again.""]",4.5,bãi giữ xe máy Hà Nội,Hà Nội
135,136,Điểm giữ xe máy,"Address: 112 c6b, Quỳnh Mai, Hai Bà Trưng, Hà Nội, Vietnam",21.0015909,105.8605168,[],,bãi giữ xe máy Hà Nội,Hà Nội
136,137,Bãi Gửi Xe Đh Mỏ-địa Chất,"Address: 3QCH+J3V, Cổ Nhuế, Bắc Từ Liêm, Hà Nội, Vietnam",21.0716088,105.7776627,[],,bãi giữ xe máy Hà Nội,Hà Nội
137,138,Bãi trông giữ xe Đức Minh Phát,"Address: 12 P. Lâm Hạ, Bồ Đề, Long Biên, Hà Nội, Vietnam",21.0361272,105.8806916,[],,bãi giữ xe máy Hà Nội,Hà Nội
138,139,Bãi xe oto,"Address: 132 Nguyễn Huy Tưởng, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Vietnam",20.9980383,105.8050507,[],3.0,bãi giữ xe máy Hà Nội,Hà Nội
139,140,Giap Bat Bus Station,"Address: Đ. Giải Phóng, Giáp Bát, Hoàng Mai, Hà Nội, Vietnam",20.9806483,105.8419952,"[""2 Mar 2024\n\nI arrived here at 07:00hrs, and it was only buses and a grab transfer. I could …"", ""This place is crazy! I entered it by taxi and a guy glued himself to the window on the side when you arrive. Then they want you to actually hop on random busses for money regardless of your destination. Doing that in an aggressive manner. …"", ""Avoid this bus!  Specially the bus driver. Don’t trying to talk to him only Vietnamese .. very rude. Loud. Stopped many times without noticing .the whole journey experience was awful.  Took almost 28 hours from Hanoi to Vientiane. Never again  Warning ⛔️""]",4.0,bãi giữ xe máy Hà Nội,Hà Nội
140,141,Bãi xe,"Address: Số 29 Ng. 183 P. Hoàng Văn Thái, Khương Trung, Thanh Xuân, Hà Nội, Vietnam",20.9959461,105.8229823,[],,bãi giữ xe máy Hà Nội,Hà Nội
141,142,Tiệm giữ xe,"Address: 2WQ6+CGH, TT. Sài Đồng, Long Biên, Hà Nội, Vietnam",21.038771,105.911427,[],,bãi giữ xe máy Hà Nội,Hà Nội
142,143,Điểm Gửi Xe,"Address: Ngõ 1, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",21.0330475,105.7881365,"[""Very bad. The old guard here curses at the customers. Cars parked here often get scratched. My worst parking lot""]",1.0,bãi giữ xe máy Hà Nội,Hà Nội
143,144,Bãi trông ô tô mặt tiền Hoàng Quốc Việt,"Address: 122 Hoàng Quốc Việt, Cổ Nhuế, Cầu Giấy, Hà Nội, Vietnam",21.04647,105.792306,[],,bãi giữ xe máy Hà Nội,Hà Nội
144,145,Thuê xe máy Hà Nội - MOTOGO,"Address: 1081 Đ. Hồng Hà, Chương Dương, Hoàn Kiếm, Hà Nội 11023, Vietnam",21.0196368,105.8621261,"[""Customer service was very bad. The guy who was on the desk seems doesn’t know how to deal with customers. He seems so angry at all times without any reason. Came to hire from far away and returned back empty.\nI don’t recommend anyone to go there."", ""Visited here several times a week ago. All the signs and billboards were there but never opened."", ""Arent working, dont waste your time here.""]",4.4,bãi giữ xe máy Hà Nội,Hà Nội
145,146,Tiệm Trông Giữ Xe Ất Thục,"Address: 161 P. Hoa Lâm, Việt Hưng, Long Biên, Hà Nội 100000, Vietnam",21.0566361,105.8979861,[],,bãi giữ xe máy Hà Nội,Hà Nội
146,147,Bãi xe 24/24 606 Trần Hưng Đạo,"Address: 606 Đ. Trần Hưng Đạo, Phường 2, Quận 5, Hồ Chí Minh, Vietnam",10.7551774,106.6799095,"[""Spacious parking lot. Affordable price.\nIn the heart of Ho Chi Minh City, having a parking lot is great, covered but limited …""]",4.0,bãi đỗ xe TP.HCM,Hồ Chí Minh
147,148,Bãi Giữ Xe Máy - Ô Tô,"Address: 40 Bà Huyện Thanh Quan, Phường 6, Quận 3, Hồ Chí Minh 700000, Vietnam",10.77769,106.6875,"[""Spacious and Comfortable Parking Lot But Parking 7 Seats From 7:30 AM To 9:00 AM The Fee Is 50k I Don't Know How Much It Costs To Park All Day I Feel So Confused"", ""narrow, encroaching on roads and pedestrian paths.""]",4.2,bãi đỗ xe TP.HCM,Hồ Chí Minh
148,149,Bãi đỗ xe ô tô,"Address: RJ29+FWR, Sơn Kỳ, Tân Phú, Hồ Chí Minh, Vietnam",10.8012432,106.6197757,"[""- Monthly sending fee: 1.5 million/month (2022)\n- Advantage:\n+ Relatively large area, easy for vehicles to enter and exit …""]",4.3,bãi đỗ xe TP.HCM,Hồ Chí Minh
149,150,Bãi đậu xe Thống Nhất,"Address: QM66+8R8, Phường 6, Quận 10, Hồ Chí Minh, Vietnam",10.7607901,106.6620641,"[""Park inside the stadium, there will be a guide. 50k during the day and 100k overnight. Price OK"", ""For those who are new to the area and are still confused like me. Just drive straight into the parking lot, find a parking spot, there will be a militiaman in gray clothes coming out to collect 50k and take the key. After a while, go back …"", ""Parking lot ok spacious all day parking 50k""]",4.2,bãi đỗ xe TP.HCM,Hồ Chí Minh
150,151,Bãi đỗ xe,"Address: Tân Thới 3, Hóc Môn, Ho Chi Minh City, Vietnam",10.9091912,106.5746124,[],5.0,bãi đỗ xe TP.HCM,Không xác định
151,152,Bãi Giữ Xe Máy - Ô Tô - Ngô Thời Nhiệm,"Address: QMHP+3Q2, Ngô Thời Nhiệm, Phường 6, Quận 3, Hồ Chí Minh, Vietnam",10.77765,106.6869,"[""The parking lot is airy, there is a security guard, it is very safe and spacious""]",4.0,bãi đỗ xe TP.HCM,Hồ Chí Minh
152,153,Bãi giữ xe 235 Nguyễn Văn Cừ,"Address: QM7M+75G, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh, Vietnam",10.7631988,106.6829434,"[""A parking lot located in a convenient location near the shopping center near Tu Du Hospital, large yard with monthly and daily parking.""]",5.0,bãi đỗ xe TP.HCM,Hồ Chí Minh
153,154,Bãi giữ xe ô tô,"Address: 235 Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh, Vietnam",10.7635045,106.6826608,"[""Spacious parking lot, daily car rental morning - evening 50k. Overnight 100k. Saw a motorbike kept. The staff are also cute. In District 1, I think it's better than sending to Nowzone or Nikko vault."", ""Exorbitant prices. Parking from 8am to 3pm costs 100k, while parking outdoors without a roof and in puddles. There is no posted price list, the staff collects it themselves."", ""Spacious, no need to leave a lock outside the shack, price 70k from morning to afternoon""]",4.0,bãi đỗ xe TP.HCM,Hồ Chí Minh
154,155,Bãi Giữ Xe,"Address: 18 Nguyễn Kim, Phường 12, Quận 5, Hồ Chí Minh, Vietnam",10.7563599,106.6632741,"[""Parking in the basement of a shopping mall. The shopping mall is old, so this basement area looks old compare to most of the shopping malls’ parking in this city."", ""It's a big shopping center but the parking lot is poorly arranged. There are a lot of security guards who help with the arrangements. Most of the time, after sending the car, it is very difficult to get the car."", ""Employees of Ngoc Hue Co., Ltd. have an oppressive attitude that makes it difficult for customers to handle the process of losing their parking card. Request to retain original identification documents and vehicle documents overnight …""]",3.4,bãi đỗ xe TP.HCM,Hồ Chí Minh
